"","id","label","acta2","ap3b1","atp6v1f","c8orf33","cap2","chst4","creb3l2","ctnna1","dap3","dctn2","fam20b","gmfb","gnpat","hgs","hsph1","kpnb1","lage3","lsm2","nol7","parp1","parp12","plod3","plvap","polr2g","psmd4","ptcd1","ptprf","sae1","slc41a3","tfrc","thy1","vwf","znf207"
"42","GSM890487","case",11.25430689,8.615030949,9.403872942,9.472291475,8.71376943,8.100991606,8.449962289,10.98674101,8.805355892,10.03969902,9.151409477,10.45144439,7.472975671,9.710395423,9.006408555,8.856392689,8.325137587,10.47539237,8.889226591,11.07028659,8.9517654,9.659025731,7.772206583,9.987554147,6.514455471,8.57895761,11.02112875,10.79163821,8.351991845,9.133704611,10.55408203,10.68237232,9.946491813
"43","GSM890265","control",9.04027277,8.858310162,9.59378497,7.494693452,7.20514833,7.813572854,8.003741503,9.78271588,8.865662112,8.728673451,8.063641748,8.616184525,7.995717505,7.916028846,8.525974853,9.014238287,8.433797257,8.729326863,9.333742063,9.106835719,7.710218237,8.550740916,6.716237443,9.100243908,6.62284049,7.653020886,9.000499774,9.387958412,7.403151634,8.641857125,6.547844226,7.577812847,7.98110164
"44","GSM890444","case",11.17836915,10.16653634,10.88012728,9.500589194,10.41124746,7.074853004,9.438539932,10.52441929,10.03326135,10.55045432,8.555187384,10.00213604,8.556393344,9.132610989,9.471483253,9.948237075,9.877465951,10.38933881,10.59795131,10.00490975,9.721314833,10.32921039,7.993638689,10.3667271,6.273646443,8.561303963,10.49963156,11.73981734,9.048166128,11.55705392,9.356962364,10.88560651,9.774072473
"45","GSM890299","control",8.698454789,8.81472259,9.751494851,7.692721515,7.71489035,8.309628161,8.121705516,10.2213111,8.962385196,9.293884208,8.206218508,8.577233772,7.87719671,8.213233118,8.091149116,8.349587074,8.35630671,9.348473145,9.566488202,9.256130735,8.061784034,9.202817584,6.635665207,9.429533922,6.718815132,7.696522978,9.473530646,9.713628925,7.852056086,7.517489601,6.525077121,8.19136838,8.237118539
"46","GSM890192","control",9.66997667,8.614553703,9.933096397,7.62510865,7.195601471,8.895909123,8.486924305,9.730858915,9.094604507,8.957647018,8.355363669,8.518091107,8.203321913,7.648273023,8.124614969,9.155912982,8.518533907,8.414505124,9.142193558,9.087990602,7.503160059,8.617277754,7.184566697,9.573410964,6.690938101,7.647520693,9.253662139,9.4187442,7.886757721,6.78416877,6.440791619,8.420297838,8.071475973
"47","GSM890548","case",11.5658165,6.667129988,10.07171061,8.957988544,6.958826922,6.490424256,8.784319135,10.18672538,8.5864113,9.552358041,8.126507277,9.784108672,6.249752037,9.964696198,7.928222697,9.586386635,6.549751496,10.09698978,8.735371334,9.562349663,9.349981358,10.04360017,8.947179549,10.13430612,7.200921622,9.265813408,8.943064037,9.971342297,6.614893628,8.995102192,9.207089932,10.82372483,8.555966992
"48","GSM890481","case",12.10157801,9.284079177,10.28306602,9.586386635,9.507026306,8.057368549,8.775063231,11.00174781,9.673084305,9.802917935,9.881976162,9.955617972,9.193371121,10.04645201,10.41811919,9.367954949,8.773117232,9.958286102,9.889002707,10.8088197,8.88463512,10.58431344,8.803031211,10.70237092,6.539940749,8.835140329,9.957428518,10.50620819,9.049249053,9.175535083,10.47316965,10.08362597,9.152550069
"49","GSM890226","control",8.392392186,8.315391096,9.266026403,7.177186829,7.207727193,8.533145827,7.838707795,9.276254062,9.060547365,8.70421619,7.78316413,8.532610666,8.340228753,6.989011241,7.546637774,8.374942682,8.811700247,8.950592731,8.885529277,8.858310162,7.52932224,7.967972057,6.556263648,9.675177059,6.933105459,7.482153386,8.607512782,9.075493569,7.715148365,8.267240099,6.01285253,8.252383734,7.97656549
"50","GSM890160","control",8.868753353,8.854763281,9.025480562,7.778479316,7.187314603,8.603875847,8.314079636,10.21159711,8.557799331,8.909311011,8.234339806,8.490323332,7.848214858,8.246902338,7.962394367,9.197656553,8.310071254,9.05476145,8.939334699,9.034441508,7.809967358,8.716232033,6.865159963,9.202817584,6.666004712,7.746084308,10.1405944,9.452631302,7.506970162,8.943310289,6.280484095,8.503931439,8.256935295
"51","GSM890348","case",10.36897307,10.15335687,10.56301466,9.827177251,10.36238293,6.628080004,8.888752046,11.2524592,10.18672538,9.933155977,9.872276648,10.20467131,9.609391984,9.807873017,8.934372198,9.561658097,9.678683113,10.79163821,9.466057671,11.08532643,9.484143397,10.63702303,7.765408403,10.48623362,6.215726118,9.090249155,9.268323467,10.37769002,9.265178196,10.25043392,9.367271953,9.677094474,9.696602707
"52","GSM890129","control",10.06510562,8.854763281,10.10855118,7.657175626,7.769733662,9.450919635,8.272329381,10.11791936,9.370370909,9.127539721,7.990364689,8.057055793,8.098815135,7.987676018,8.310475975,8.172716257,8.338841598,9.369612961,8.912623008,9.041703431,8.538461024,8.886255368,6.672138715,9.664588989,6.475750614,7.520922431,7.796717331,9.723317423,8.083055649,8.482447442,7.26752493,9.356153565,8.51163436
"53","GSM890407","case",11.78392771,8.627510492,10.59148924,8.791438667,7.581134533,7.551430185,8.192970366,10.2623025,8.628285893,10.16974284,8.18259629,9.588416458,6.945581899,10.18160178,7.724138978,9.649782154,8.975983062,10.87140497,9.533254561,10.1705914,9.715927082,10.02093872,9.334861498,10.14122633,6.818089637,8.811269104,9.699652839,10.67175059,7.505424844,10.91966272,9.868066978,11.36515132,9.023878575
"54","GSM890203","control",8.76971306,8.124277373,9.125928236,7.629129677,7.223357377,7.519105677,7.750167649,9.643081553,8.785084083,8.688111151,7.615474901,8.998474208,8.092247472,7.231785784,7.509082799,8.223021106,8.424110524,9.185595289,8.858310162,8.797259902,7.628124812,7.907353756,6.952752002,9.594674314,6.511227651,7.31534793,8.927808514,9.07966789,7.627606238,9.016913366,6.29592134,8.300071109,8.159004428
"55","GSM890300","control",9.045924036,8.529010808,9.821842172,7.471722119,7.110571033,8.355363669,8.168117539,10.38761006,8.406902021,8.805746367,8.3804124,8.124614969,7.817443341,8.878652795,7.650904715,8.461730532,7.566014267,9.274820409,8.828148202,8.921915205,7.903250616,8.500658567,6.805019754,9.33465456,6.626033331,8.101411107,8.529993567,9.391234831,7.82091643,7.916952571,6.289106152,9.74479241,7.812990818
"56","GSM890461","case",10.59287781,8.459461171,10.30460578,9.598053548,9.870483452,7.386161331,8.999318984,10.61783441,9.104630705,10.13430612,9.531843389,10.67994834,8.889226591,10.61117032,8.359094702,10.04548208,8.614163389,10.14917208,10.20671189,10.75684439,10.12925034,10.08362597,7.748057082,10.32921039,6.752044502,9.423258476,10.84313466,11.09053147,9.294863661,10.58669076,8.753952852,9.916277104,9.110653806
"57","GSM890256","control",8.951175763,8.571526348,9.497799108,7.741444198,7.17643318,7.612239561,7.958916207,10.00074067,8.6097294,8.597607034,8.394214884,8.508221574,7.791145356,8.441775195,7.829095299,9.072049685,7.963745807,9.166412455,9.249589981,9.025480562,7.399536583,8.401789121,6.669193987,9.208316117,6.62274158,7.981770439,9.90272146,9.564611696,7.859456445,8.404509596,6.105145386,8.77092975,7.922313791
"58","GSM890406","case",10.503524,9.470212122,10.17659249,9.34734599,10.15227883,6.589798659,8.70150682,10.96503024,9.925224853,9.892583881,9.152550069,9.746955151,8.64449647,9.930539437,8.476995013,9.733965028,9.568092325,9.560202921,10.41349045,9.744397548,8.577674163,10.31901449,7.766633036,10.2265153,6.749524649,8.319808934,10.83418249,10.66383669,8.523654998,10.66128784,7.52119261,9.924371922,8.773575335
"59","GSM890241","control",10.48056022,9.047949739,9.277807983,7.705584693,7.420387688,8.770325712,8.358975954,10.19251284,8.97534743,8.940100385,8.417616712,8.284372407,8.123131683,8.376642478,8.03366248,9.268391361,8.01159157,8.602844386,9.315037275,8.98081379,7.889516771,8.932948986,7.270548519,9.089443158,6.668262508,7.647011551,9.921078459,9.563736596,7.684495514,8.555234965,7.115005388,9.909683199,8.286140887
"60","GSM890351","case",9.476475631,9.09254807,11.10044407,9.606306907,9.208841452,8.679079979,8.849148334,10.774032,9.611790263,10.39492788,8.64449647,10.20245719,8.694416371,10.40774494,10.37879473,9.908448257,9.557304957,10.62406416,9.995507031,11.00975599,9.770698223,9.603282915,8.007399066,10.77141048,6.927485307,8.904697812,9.636669896,11.57493572,8.724397865,10.91655882,8.659064015,9.600280324,9.433908015
"61","GSM890513","case",10.47427928,9.264601727,10.53060532,8.819342433,8.504190286,6.42347593,8.956450296,10.60441306,8.74947065,9.277947517,9.333635302,9.696602707,8.037247054,10.02389444,8.009612507,10.26566936,7.792736632,10.77692482,10.39602382,10.87708488,9.782430588,9.773262108,9.642985704,10.37329863,6.787242782,8.930518152,9.670649368,9.987554147,8.152092327,10.32224097,9.006942648,10.68237232,9.172534536
"62","GSM890187","control",8.736741755,8.445056567,8.855367162,7.381958007,7.062877832,7.207876443,8.377166356,10.05497025,8.833618544,8.632780442,7.915717907,8.418073183,7.736105164,8.056680547,7.277502445,8.86083868,7.984879419,8.794807048,8.913321685,9.13489191,7.836802195,9.03380443,6.764196162,8.974685891,6.503920539,7.50513427,9.621586809,9.277807983,7.770321614,7.888313974,5.703568157,7.643390741,8.15711581
"63","GSM890445","case",11.8496664,9.927088115,10.42055551,9.70888673,9.669938267,7.031228062,9.413237502,11.01630942,10.33273004,9.403872942,9.541648772,9.323694033,9.216337181,9.433254412,9.739648384,9.639003151,9.190373327,9.080966465,9.589192416,10.45512568,8.826262047,11.05648366,8.011971436,10.30460578,6.712801198,9.051457362,10.14536715,10.83861495,8.668219367,10.33513298,9.590713353,9.301669131,8.888263423
"64","GSM890268","control",9.594674314,8.449908757,9.005882674,7.541286934,7.053174817,7.407978154,8.285252574,9.64092858,8.63006817,8.586197314,8.318507544,8.423656971,7.656924894,8.425035751,7.98110164,9.219697679,8.15047282,8.965203177,9.698094626,8.941373432,7.119541492,8.409080379,6.981820122,9.175541227,6.742434719,7.951405494,10.49512228,9.479718704,7.921956093,7.527964991,5.926930735,8.157892949,8.008237394
"65","GSM890182","control",9.180274122,8.516091519,9.285208028,7.462352381,7.003722428,7.89524752,8.3005158,9.673212752,8.925845243,8.79370151,8.020274605,8.32875315,7.916657195,8.037449033,8.028057722,9.193400412,8.536072666,8.865662112,9.224542509,9.061241011,7.70162518,8.310071254,6.826120731,9.406710851,6.780672661,7.587391805,9.73956007,9.353445592,7.533266608,8.772681937,6.437955114,8.873743538,8.070021493
